popularity,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.773316,Conviction,Hilary Swank|Minnie Driver|Bailee Madison|Loren Dean|John Pyper-Ferguson,Tony Goldwyn,107,Drama,Oceana Media Finance|Pantheon Entertainment Corporation|Innocence Productions|Prescience|Omega Entertainment,87,7.0,2010,12500000.0,6732980.0
0.764791,The Nutcracker: The Untold Story,Nathan Lane|John Turturro|Frances de la Tour|Elle Fanning|Jonny Coyne,Andrei Konchalovsky,110,Fantasy|Action|Family,Vnesheconombank|Nutcracker Holdings|HCC Media Group|Russian Roulette Ltd.,28,5.8,2010,90000000.0,16178959.0
0.761889,The Last Exorcism,Ashley Bell|Patrick Fabian|Iris Bahr|Louis Herthum|Caleb Landry Jones,Daniel Stamm,87,Horror|Drama|Thriller,Strike Entertainment|StudioCanal|Arcade Pictures,179,5.4,2010,1800000.0,67738090.0
0.756229,Tooth Fairy,Dwayne Johnson|Stephen Merchant|Ashley Judd|Julie Andrews|Ryan Sheckler,Michael Lembeck,101,Comedy|Family|Fantasy,Dune Entertainment|Dune Entertainment III|Twentieth Century Fox|Walden Media|Mayhem Pictures,282,5.2,2010,48000000.0,112462508.0
0.754526,Beauty & the Briefcase,Hilary Duff|Chris Carmack|Michael McMillian|Amanda Walsh|Kevin Kirkpatrick,Gil Junger,83,Romance|Comedy,Belladonna Productions|ABC Family|Von Zerneck Sertner Films|Lion Share Productions,90,5.1,2010,0.0,0.0
0.7541680000000001,Fair Game,Naomi Watts|Sean Penn|Ty Burrell|Brooke Smith|Bruce McGill,Doug Liman,108,Drama|Thriller,River Road Entertainment|Participant Media,129,6.4,2010,22000000.0,24188922.0
0.745434,The Ward,Lyndsy Fonseca|Amber Heard|Danielle Panabaker|Jared Harris|Mamie Gummer,John Carpenter,88,Horror|Thriller,North by Northwest Entertainment|Premiere Picture|A Bigger Boat|FilmNation Entertainment|Echo Lake Entertainment,166,5.9,2010,10000000.0,498974.0
0.744585,Planet Hulk,Rick D. Wasserman|Marc Worden|Mark Hildreth|Kevin Michael Richardson|Sam Vincent,Sam Liu,81,Animation|Action|Science Fiction,Marvel Animation,59,6.6,2010,0.0,7000000.0
0.740867,Buried,Ryan Reynolds|JosÃ© Luis GarcÃ­a PÃ©rez|Robert Paterson|Stephen Tobolowsky|Samantha Mathis,Rodrigo CortÃ©s,94,Drama|Thriller|Mystery,Studio 37|Versus Entertainment|The Safran Company|Dark Trick Films,458,6.5,2010,1987650.0,19152480.0
0.73988,Dinner for Schmucks,Steve Carell|Paul Rudd|Stephanie Szostak|Jemaine Clement|Zach Galifianakis,Jay Roach,114,Comedy,Paramount Pictures|DreamWorks SKG|Spyglass Entertainment|Everyman Pictures|Reliance BIG Entertainment,324,5.4,2010,69000000.0,86387857.0
0.733947,When in Rome,Josh Duhamel|Kristen Bell|Anjelica Huston|Will Arnett|Jon Heder,Mark Steven Johnson,91,Fantasy|Comedy|Romance,Krasnoff Foster Productions|Touchstone Pictures|Film Production Consultants,249,5.7,2010,0.0,36699403.0
0.6986939999999989,Game of Death,Wesley Snipes|Gary Daniels|Robert Davi|ZoÃ« Bell|Aunjanue Ellis,Giorgio Serafini,98,Adventure|Action|Thriller,Voltage Pictures|Perpetual Media Capital|Arramis Films|Alchemedia Films|Philippe Martinez Productions,25,4.6,2010,13000000.0,0.0
0.6936640000000001,Waiting for Forever,Rachel Bilson|Tom Sturridge|Matthew Davis|Scott Mechlowicz|Richard Jenkins,James Keach,94,Drama|Romance,Catfish Productions|PCH Film|Weekend Films/Main Street Productions,81,5.8,2010,0.0,0.0
0.68633,The Kids Are All Right,Julianne Moore|Annette Bening|Mark Ruffalo|Mia Wasikowska|Josh Hutcherson,Lisa Cholodenko,106,Comedy|Drama,Mandalay Vision|10th Hole Productions|Gilbert Films|Focus Features|Saint Aire Production,280,6.4,2010,4000000.0,34705850.0
0.674413,The Search for Santa Paws,Kaitlyn Maher|Madison Pettis|Richard Riehle|Danny Woodburn|Wendi McLendon-Covey,Robert Vince,89,Adventure,Walt Disney Studios Home Entertainment|Key Pix Productions|Keystone Entertainment|Santa Paws Productions,18,5.7,2010,0.0,0.0
0.671484,Skyline,Eric Balfour|Scottie Thompson|David Zayas|Donald Faison|Brittany Daniel,Colin Strause|Greg Strause,100,Science Fiction,Rogue Pictures|Relativity Media|Hydraulx|Rat Entertainment|Transmission Pictures,304,4.7,2010,10000000.0,66821036.0
0.670027,The Debt,Helen Mirren|Sam Worthington|Jessica Chastain|Tom Wilkinson|CiarÃ¡n Hinds,John Madden,113,Drama|Thriller,Miramax Films|Marv Films|Pioneer Pictures,147,6.1,2010,20000000.0,45636368.0
0.6691060000000001,Sammy's avonturen: De geheime doorgang,Yuri Lowenthal|Gemma Arterton|Isabelle Fuhrman|Melanie Griffith|Tim Curry,Ben Stassen,88,Animation|Family,Motion Investment Group|nWave Pictures|Illuminata Pictures,91,5.8,2010,0.0,0.0
0.661465,Get Low,Bill Murray|Sissy Spacek|Robert Duvall|Lucas Black|Bill Cobbs,Aaron Schneider,103,Comedy|Drama|Mystery,K5 International|Zanuck Independent|David Gundlach Productions,41,5.9,2010,7500000.0,0.0
0.659899,Unthinkable,Samuel L. Jackson|Carrie-Anne Moss|Michael Sheen|Stephen Root|Lora Kojovic,Gregor Jordan,97,Action|Adventure|Drama|Thriller,Sidney Kimmel Entertainment|Senator Entertainment Co|ChubbCo Film|Lleju Productions|Kimmel International,237,6.5,2010,15000000.0,0.0
0.659749,Winter's Bone,Jennifer Lawrence|John Hawkes|Kevin Breznahan|Dale Dickey|Garret Dillahunt,Debra Granik,100,Drama,Anonymous Content|Winter's Bone Productions,289,6.7,2010,2000000.0,13831503.0
0.658786,Gainsbourg (vie hÃ©roÃ¯que),Eric Elmosnino|Lucy Gordon|Laetitia Casta|Anna Mouglalis|Doug Jones,Joann Sfar,130,Drama,France 2 CinÃ©ma|Studio 37|One World Films|Universal Pictures International (UPI)|Lilou Film,57,6.9,2010,0.0,0.0
0.6559550000000001,Ca$h,Sean Bean|Chris Hemsworth|Victoria Profeta|Thampy Antony|Mike Starr,Stephen Milburn Anderson,108,Crime|Thriller|Comedy,Immortal Thoughts|Three Good Men,33,5.8,2010,7000000.0,46488.0
0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,James Marsden|Nick Nolte|Christina Applegate|Bette Midler|Pascale Hutton,Brad Peyton,82,Comedy|Family,Village Roadshow Pictures,60,5.0,2010,85000000.0,112483764.0
0.6538,Camp Rock 2: The Final Jam,Demi Lovato|Alyson Stoner|Joe Jonas|Nick Jonas|Kevin Jonas,Paul Hoen,97,TV Movie|Drama|Comedy|Music|Romance,Walt Disney Television|Alan Sacks Productions,185,5.5,2010,0.0,0.0
0.649289999999999,MacGruber,Will Forte|Kristen Wiig|Val Kilmer|Ryan Phillippe|Maya Rudolph,Jorma Taccone,90,Action|Adventure|Comedy,Relativity Media,95,5.2,2010,10000000.0,6110000.0
0.648081,Ramona and Beezus,Joey King|Selena Gomez|John Corbett|Bridget Moynahan|Ginnifer Goodwin,Elizabeth Allen Rosenbaum,103,Comedy|Family,Dune Entertainment|DiNovi Pictures,158,6.2,2010,0.0,0.0
0.642475,The Wolfman,Benicio del Toro|Anthony Hopkins|Emily Blunt|Hugo Weaving|Cristina Contes,Joe Johnston,102,Horror|Thriller|Drama,Universal Pictures|Stuber Productions|Relativity Media,299,5.4,2010,150000000.0,0.0
0.642315,Greenberg,Ben Stiller|Greta Gerwig|Rhys Ifans|Jennifer Jason Leigh|Merritt Wever,Noah Baumbach,107,Comedy|Drama|Romance,Scott Rudin Productions|Twins Financing,72,5.9,2010,0.0,6153967.0
0.640576,How Do You Know,Reese Witherspoon|Paul Rudd|Owen Wilson|Jack Nicholson|Kathryn Hahn,James L. Brooks,121,Comedy|Drama|Romance,Columbia Pictures|Gracie Films|Road Rebel,136,4.9,2010,120000000.0,48668907.0
0.640516,Jackass 3D,Johnny Knoxville|Bam Margera|Ryan Dunn|Steve-O|Chris Pontius,Jeff Tremaine,94,Comedy|Documentary|Action,MTV Films,302,6.5,2010,20000000.0,0.0
0.635089999999999,Minions: Banana,Pierre Coffin,Kyle Balda|Samuel Tourneux,4,Animation|Comedy|Family,Universal Pictures|Illumination Entertainment,113,7.2,2010,0.0,0.0
0.631664999999999,Avalon High,Britt Robertson|Molly C. Quinn|Devon Graye|Steve Valentine|Joey Pollari,Stuart Gillard,60,Drama|Family|Fantasy,Disney Channel,89,5.7,2010,0.0,0.0
0.629432,Senna,Ayrton Senna|Alain Prost|Frank Williams|Ron Dennis|Viviane Senna,Asif Kapadia,106,Documentary,Universal Pictures|StudioCanal|Midfield Films|Working Title Films,178,8.0,2010,0.0,8212430.0
0.62808,Nude Nuns With Big Guns,Bill Oberst Jr.|Tomas Boykin|Devanny Pinn|Tawny Amber Young|Maxie J. Santillan Jr.,Joseph Guzman,90,Thriller|Action|Comedy,Freak Show Entertainment,22,3.6,2010,0.0,0.0
0.619772,Rubber,Thomas F. Duffy|David Bowe|Stephen Spinella|Roxane Mesquida|Jack Plotnick,Quentin Dupieux,85,Comedy|Drama|Fantasy|Horror|Mystery,Canal+|Backup Films|Arte France|Arte France CinÃ©ma|Elle Driver,140,5.6,2010,500000.0,98017.0
0.6195510000000001,Sinners and Saints,Johnny Strong|Kevin Phillips|Costas Mandylor|Sean Patrick Flanery|Tom Berenger,William Kaufman,104,Action|Thriller|Crime,Noir Blanc Films|Carolina Film Works|Throttle Films,16,5.3,2010,0.0,3826.0
0.618078,The Spy Next Door,Amber Valletta|Lucas Till|Jackie Chan|Billy Ray Cyrus|George Lopez,Brian Levant,94,Action|Comedy|Family,Robert Simonds Productions|Relativity Media|Spy Next Door,210,5.4,2010,28000000.0,45236543.0
0.61643,She's Out of My League,Alice Eve|Jay Baruchel|Mike Vogel|Krysten Ritter|Debra Jo Rupp,Jim Field Smith,104,Comedy|Romance,DreamWorks SKG|Mosaic,318,5.9,2010,20000000.0,49779728.0
0.611978,Black Death,Sean Bean|Eddie Redmayne|Carice van Houten|Kimberley Nixon|John Lynch,Christopher Smith,102,Drama|Horror|Action|Thriller|Mystery,Ecosse Films|Egoli Tossell Film AG|HanWay Films|The Post Republic|Zephyr Films,107,5.6,2010,0.0,265318.0
0.608691,All Good Things,Kirsten Dunst|Ryan Gosling|Kristen Wiig|Frank Langella|Lily Rabe,Andrew Jarecki,101,Drama|Mystery|Thriller|Crime|Romance,The Weinstein Company,192,5.9,2010,0.0,0.0
0.602854,Henry's Crime,Keanu Reeves|Vera Farmiga|James Caan|Judy Greer|Fisher Stevens,Malcolm Venville,108,Action|Comedy|Thriller,Company Films|Moving Pictures Film and Television,49,5.8,2010,12000000.0,204940.0
0.602017,The Killer Inside Me,Casey Affleck|Kate Hudson|Jessica Alba|Ned Beatty|Tom Bower,Michael Winterbottom,109,Crime|Drama|Thriller,Revolution Films|Indion Entertainment Group,88,6.1,2010,13000000.0,0.0
0.599676,London Boulevard,Keira Knightley|Colin Farrell|Anna Friel|Ray Winstone|Jamie Campbell Bower,William Monahan,103,Drama|Crime,GK Films|Henceforth|Projection Pictures|London Boulevard,151,5.5,2010,25000000.0,4644108.0
0.598275,Hereafter,Matt Damon|Bryce Dallas Howard|George McLaren|Thierry Neuvic|Cyndi Mayo Davis,Clint Eastwood,129,Drama|Fantasy,"Amblin Entertainment|Malpaso Productions|Warner Bros.|Kennedy/Marshall Company, The",279,5.5,2010,50000000.0,105197635.0
0.598083,Gun,50 Cent|Val Kilmer|AnnaLynne McCord|James Remar|Hassan Johnson,Jessy Terrero,81,Action|Thriller,Cheetah Vision|Hannibal Pictures|Emmett Furla Oasis Films (EFO Films),20,5.1,2010,10000000.0,0.0
0.597254,My Soul to Take,Max Thieriot|John Magaro|Denzel Whitaker|Zena Grey|Nick Lashaway,Wes Craven,107,Drama|Horror|Mystery|Thriller,Relativity Media|Rogue,75,5.2,2010,25000000.0,19829957.0
0.59643,TEKKEN,Jon Foo|Kelly Overton|Cary-Hiroyuki Tagawa|Ian Anthony Dale|Luke Goss,Dwight H. Little,92,Crime|Drama|Action|Thriller|Science Fiction,Namco|Light Song Films,110,5.0,2010,30000000.0,967000.0
0.591206,The Conspirator,Evan Rachel Wood|James McAvoy|Kevin Kline|Robin Wright|Alexis Bledel,Robert Redford,122,Crime|Drama|History,Wildwood Enterprises|American Film Company,78,5.9,2010,25000000.0,15478800.0
0.5833020000000001,The Heavy,Gary Stretch|Vinnie Jones|Stephen Rea|Shannyn Sossamon|Christopher Lee,Marcus Warren,102,Action|Adventure|Foreign|Thriller,Heavy Productions|Contraption Limited,10,4.8,2010,4500000.0,0.0
0.579188,Death at a Funeral,Zoe Saldana|James Marsden|Martin Lawrence|Peter Dinklage|Danny Glover,Neil LaBute,92,Comedy,Parabolic Pictures|Screen Gems,134,5.7,2010,21000000.0,49050886.0
0.576838,Mirrors 2,Nick Stahl|William Katt|Emmanuelle Vaugier|Lawrence Turner|Christy Carlson Romano,VÃ­ctor GarcÃ­a,86,Horror|Mystery|Thriller,Fox 2000 Pictures|Upload Films,66,5.4,2010,0.0,0.0
0.564203,Hesher,Joseph Gordon-Levitt|Natalie Portman|Rainn Wilson|Audrey Wasilewski|Frank Collison,Spencer Susser,106,Drama,DRO Entertainment|The Last Picture Company|CatchPlay|Corner Store Entertainment|Filmula,104,6.2,2010,7000000.0,382946.0
0.554060999999999,Animal Kingdom,James Frecheville|Ben Mendelsohn|Joel Edgerton|Guy Pearce|Luke Ford,David MichÃ´d,113,Drama|Thriller|Crime,Porchlight Films,117,6.7,2010,5000000.0,1000000.0
0.552064999999999,Marmaduke,Owen Wilson|Emma Stone|George Lopez|Christopher Mintz-Plasse|Steve Coogan,Tom Dey,87,Family|Comedy,Twentieth Century Fox Film Corporation,75,4.9,2010,50000000.0,83761844.0
0.550709,Cave of Forgotten Dreams,Werner Herzog|Dominique Baffier|Jean Clottes|Jean-Michel Geneste,Werner Herzog,90,Documentary|Family,creative differences|History films,32,7.1,2010,0.0,6467348.0
0.548639,Jack Goes Boating,Philip Seymour Hoffman|Lola Glaudini|Amy Ryan|John Ortiz|Richard Petrocelli,Philip Seymour Hoffman,89,Comedy|Drama|Romance,Cooper's Town Productions|Big Beach Films|Labyrinth Theater Company|Olfactory Productions,22,6.0,2010,0.0,538000.0
0.545277,Red Hill,Ryan Kwanten|Steve Bisley|Tom E. Lewis|Claire van der Boom|Christopher Davis,Patrick Hughes,97,Action|Thriller|Western,Wildheart Films|Screen Australia|Hughes House Film|Wolf Creek Pictures|McMahon International Pictures,23,6.1,2010,0.0,0.0
0.538392,Frozen,Emma Bell|Shawn Ashmore|Kevin Zegers|Ed Ackerman|Rileah Vanderbilt,Adam Green,93,Thriller,ArieScope Pictures|A Bigger Boat,322,5.8,2010,0.0,3065860.0
0.535535,Wall Street: Money Never Sleeps,Michael Douglas|Shia LaBeouf|Josh Brolin|Carey Mulligan|Frank Langella,Oliver Stone,133,Drama|Crime,Twentieth Century Fox Film Corporation|Dune Entertainment|Dune Entertainment III|Edward R. Pressman Film,325,5.8,2010,70000000.0,134748021.0
0.534678,The Whistleblower,Rachel Weisz|Vanessa Redgrave|Monica Bellucci|David Strathairn|Nikolaj Lie Kaas,Larysa Kondracki,112,Drama|Thriller|Crime,First Generation Films|Mandalay Vision|Samuel Goldwyn Films|Voltage Pictures|Primary Productions,75,6.7,2010,0.0,0.0
0.534572,Legend of the BoneKnapper Dragon,Kevin Michael Richardson|Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera,John Puglisi,16,TV Movie|Animation|Fantasy,DreamWorks Animation,42,6.5,2010,0.0,0.0
0.534468,Please Give,Rebecca Hall|Catherine Keener|Amanda Peet|Oliver Platt|Sarah Steele,Nicole Holofcener,90,Comedy|Drama,Sony Pictures Classics|Likely Story|Feelin' Guilty,24,5.6,2010,3000000.0,0.0
0.534192,Carlos,Edgar RamÃ­rez|Alexander Scheer|Fadi Abi Samra|Nora von WaldstÃ¤tten|Talal El-Jordi,Olivier Assayas,338,Crime|Drama|Thriller|History,Egoli Tossell Film AG|Canal+|Arte France|Films en Stock,35,6.2,2010,18000000.0,871279.0
0.532098,Shanghai,Jeffrey Dean Morgan|John Cusack|David Morse|Ken Watanabe|Franka Potente,Mikael HÃ¥fstrÃ¶m,105,Drama|Mystery|Romance,"Living Films|Weinstein Company, The|Phoenix Pictures|TWC Asian Film Fund",28,6.0,2010,50000000.0,0.0
0.528989,The Bang Bang Club,Malin Ã…kerman|Ryan Phillippe|Taylor Kitsch|Frank Rautenbach|Neels Van Jaarsveld,Steven Silver,106,Drama|Romance,Film Foundry Partners,33,6.7,2010,0.0,0.0
0.524061,Wrecked,Adrien Brody|Caroline Dhavernas|Ryan Robbins|Adrian Holmes|Adrian G. Griffiths,Michael Greenspan,91,Thriller|Mystery,TÃ©lÃ©film Canada|Independent Edge FIlms|Canadian Film or Video Production Tax Credit (CPTC)|Province of British Columbia Film Incentive BC|Three-Seven Entertainment,54,5.3,2010,0.0,8020.0
0.523187,The Tortured,Erika Christensen|Jesse Metcalfe|Bill Moseley|Chelah Horsdal|Fulvio Cecere,Robert Lieberman,79,Horror,Twisted Pictures|MP Productions|LightTower Entertainment|Twisted Light Productions,22,5.6,2010,8500000.0,0.0
0.518174,The Last Song,Miley Cyrus|Greg Kinnear|Bobby Coleman|Liam Hemsworth|Hallock Beals,Julie Anne Robinson,107,Drama|Family|Romance,Touchstone Pictures,529,6.8,2010,0.0,0.0
0.516644,The Human Centipede 2 (Full Sequence),Laurence R. Harvey|Ashlynn Yennie|Dominic Borrelli|Georgia Goodrick|Maddi Black,Tom Six,91,Drama|Horror|Crime,Six Entertainment,159,4.7,2010,0.0,0.0
0.514465,Another Year,Jim Broadbent|Lesley Manville|Ruth Sheen|Oliver Maltman|Peter Wight,Mike Leigh,129,Comedy|Drama,Film4|Thin Man Films,46,6.7,2010,8000000.0,18124262.0
0.514385,Barbie: A Fashion Fairytale,Diana Kaarina|Adrian Petriw|Tabitha St. Germain|Patricia Drake,William Lau,79,Family|Animation,Mattel|Evolution Films,31,6.5,2010,0.0,0.0
0.513857,Everything Must Go,Rebecca Hall|Will Ferrell|Glenn Howerton|Laura Dern|Christopher Jordan Wallace,Dan Rush,97,Comedy|Drama|Romance,Birdsong Pictures|IM Global,111,5.8,2010,5000000.0,2614773.0
0.513524,Sherlock Holmes,Ben Syder|Gareth David-Lloyd|Dominic Keating|William Huw|Elizabeth Arends,Rachel Goldenberg,89,Fantasy|Drama|Horror|Action|Thriller,The Asylum,35,5.5,2010,0.0,0.0
0.512957,The Crazies,Timothy Olyphant|Radha Mitchell|Joe Anderson|Danielle Panabaker|Christie Lynn Smith,Breck Eisner,101,Mystery|Horror|Action,Penn Station Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Overture Films,320,6.1,2010,20000000.0,54956140.0
0.51097,Chatroom,Aaron Taylor-Johnson|Imogen Poots|Matthew Beard|Hannah Murray|Tuppence Middleton,Hideo Nakata,97,Drama|Thriller,Ruby Films,65,5.9,2010,0.0,0.0
0.507471,The Client List,Jennifer Love Hewitt|Teddy Sears|Sonja Bennett|Lynda Boyd|Chelah Horsdal,Eric Laneuville,88,Drama,Sony Pictures Television|Jaffe / Braunstein Entertainment|Fedora Films,25,5.2,2010,0.0,0.0
0.507092,í¬í™” ì†ìœ¼ë¡œ,Kim Seung-woo|David Lee McInnis|Christina Cha|Choi Seung-Hyun|Seung-won Jeong,John H. Lee,120,War,Taewon Entertainment|CJ Entertainment|UBU Film|H Plus Communication,21,6.9,2010,10000.0,0.0
0.49863500000000005,Rabbit Hole,Nicole Kidman|Sandra Oh|Dianne Wiest|Aaron Eckhart|Tammy Blanchard,John Cameron Mitchell,91,Drama,Olympus Pictures,73,6.6,2010,5000000.0,5129058.0
0.49843000000000004,Somewhere,Stephen Dorff|Chris Pontius|Erin Wasson|Alexandra Williams|Nathalie Fay,Sofia Coppola,98,Drama,American Zoetrope|Focus Features|PathÃ©!|Tohokushinsha,120,6.2,2010,8000000.0,0.0
0.495162,Alpha and Omega,Hayden Panettiere|Justin Long|Dennis Hopper|Christina Ricci|Danny Glover,Anthony Bell|Ben Gluck,88,Family|Animation,Lions Gate Family Entertainment|Relativity Media|Crest Animation Productions,84,5.5,2010,20000000.0,39300000.0
0.493121,You Will Meet a Tall Dark Stranger,Naomi Watts|Josh Brolin|Antonio Banderas|Ewen Bremner|Gemma Jones,Woody Allen,98,Comedy|Drama|Romance,Antena 3 Films,131,5.8,2010,22000000.0,0.0
0.493069,You Don't Know Jack,Al Pacino|Danny Huston|Susan Sarandon|John Goodman|Brenda Vaccaro,Barry Levinson,134,Drama,Bee Holder Productions|Royal Oak Films|HBO Films|Cine Mosaic,49,6.7,2010,0.0,0.0
0.490141,Scooby-Doo! Curse of the Lake Monster,Robbie Amell|Hayley Kiyoko|Kate Melton|Nick Palatas|Ted McGinley,Brian Levant,79,Mystery|Fantasy|Comedy|Adventure,Warner Bros. Pictures|Atlas Entertainment|Cartoon Network Studios|Nine/8 Entertainment,31,5.0,2010,0.0,0.0
0.48424300000000003,Open Season 3,Ciara Bravo|Charlie Bright|Cody Cameron|Karley Scott Collins|Mike Epps,Cody Cameron,75,Animation|Family|Comedy,Sony Pictures Animation,64,5.3,2010,0.0,0.0
0.47811800000000004,Dog Pound,Adam Butcher|Shane Kippel|Mateo Morales|Taylor Poulin|Slim Twig,Kim Chapiron,91,Drama,Angoa-Agicoa|TÃ©lÃ©film Canada|Mars Films|Partizan|Canal+,53,7.7,2010,0.0,430041.0
0.47421,16 Wishes,Debby Ryan|Jean-Luc Bilodeau|Keenan Tracey|Anna Mae Routledge|Kendall Cross,Peter DeLuise,90,Fantasy|Drama|Family,Disney Channel|Marvista Entertainment,162,5.4,2010,0.0,0.0
0.473513,StarStruck,Sterling Knight|Danielle Campbell|Maggie Castle|Brandon Smith|Chelsea Kane,Michael Grossman,90,Comedy|Romance|TV Movie,Disney Channel,112,6.0,2010,0.0,0.0
0.47052200000000005,Operation: Endgame,Zach Galifianakis|Maggie Q|Ellen Barkin|Jeffrey Tambor|Ving Rhames,Fouad Mikati,82,Adventure|Action|Comedy|Thriller,Infinity Films|Anchor Bay Films,33,5.4,2010,0.0,0.0
0.470249,Yogi Bear,Dan Aykroyd|Justin Timberlake|Anna Faris|Tom Cavanagh|Christine Taylor,Eric Brevig,80,Comedy|Family|Animation|Adventure,De Line Pictures|Warner Bros. Animation|Sunswept Entertainment|Rhythm and Hues|Picnic Basket,146,5.1,2010,80000000.0,201584141.0
0.46045699999999995,Flicka 2,Patrick Warburton|Tammin Sursok|Emily Tennant|Reilly Dolman|Clint Black,Michael Damian,96,Adventure,20th Century Fox Film Corporation,13,6.0,2010,0.0,0.0
0.460154,Friendship!,Matthias SchweighÃ¶fer|Friedrich MÃ¼cke|Alicja Bachleda-CuruÅ›|Kevin Rankin|Chris Browning,Markus Goller,110,Comedy,Mr. Brown Entertainment Filmproduction GmbH (Potsdam)|SevenPictures|Wiedemann & Berg Filmproduktion|Deutsche Columbia TriStar Filmproduktion|barefoot films,33,7.0,2010,0.0,0.0
0.455662,StreetDance 3D,Nichola Burley|Rachel McDowall|Richard Winsor|Eleanor Bron|Patrick Baladi,Max Giwa|Dania Pasquini,98,Drama,BBC Films|Vertigo Films|Little Gaddesden Productions,54,5.8,2010,5773100.0,18144030.0
0.44976099999999997,Scared Shrekless,Mike Myers|Cameron Diaz|Antonio Banderas|Dean Edwards|Conrad Vernon,Gary Trousdale|Raman Hui,21,Animation|Comedy,DreamWorks Animation,49,6.4,2010,0.0,0.0
0.44809499999999997,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Bryan Callen|Noureen DeWulf|Mircea Monroe|Stephen Kramer Glickman|Austin Michael Scott,Craig Moss,82,Comedy,Silver Nitrate Films,17,3.2,2010,0.0,0.0
0.44737,Just Wright,Queen Latifah|Common|Paula Patton|James Pickens Jr.|Phylicia RashÄd,Sanaa Hamri,100,Comedy|Drama|Romance,Fox Searchlight Pictures|Dune Entertainment|Flavor Unit Entertainment,70,6.0,2010,0.0,21520719.0
0.44494399999999995,Superman/Batman: Apocalypse,Summer Glau|Ed Asner|Tim Daly|Andre Braugher|Kevin Conroy,Lauren Montgomery,78,Animation|Action|Adventure,DC Comics|Warner Premiere,95,7.0,2010,3500000.0,0.0
0.44389300000000004,Super,Rainn Wilson|Ellen Page|Liv Tyler|Kevin Bacon|Gregg Henry,James Gunn,96,Comedy|Action|Drama,This Is That Productions|Ambush Entertainment|Crimson Bolt,211,6.6,2010,2500000.0,324138.0
0.44380699999999995,The Tempest,Helen Mirren|Felicity Jones|Reeve Carney|David Strathairn|Tom Conti,Julie Taymor,110,Fantasy|Drama,Miramax Films|Touchstone Pictures,16,6.1,2010,20000000.0,346594.0
0.44343699999999997,PiÃ¨ce MontÃ©e,JÃ©rÃ©mie Renier|Jean-Pierre Marielle|Dominique Lavanant|LÃ©a Drucker|ClÃ©mence PoÃ©sy,Denys Granier-Deferre,93,Comedy,2.4.7. Films,10,5.4,2010,0.0,0.0
0.44282299999999997,Burning Palms,Zoe Saldana|Jamie Chung|Rosamund Pike|Lake Bell|Nick Stahl,Christopher B. Landon,112,Comedy|Drama|Family,Films In Motion,11,5.5,2010,5800000.0,0.0
0.442301,Sound of Noise,Bengt Nilsson|Sanna Persson|Magnus BÃ¶rjeson|Marcus Haraldsson Boij|Johannes BjÃ¶rk,Johannes StjÃ¤rne Nilsson|Ola Simonsson,102,Comedy,Film i VÃ¤st|Nordisk Film|Film i SkÃ¥ne|Bliss|dfm Fiktion,29,7.2,2010,4466000.0,0.0
0.426522,Bloomington,Allison McAtee|Sarah Stouffer|Katherine Ann McGregor|Ray Zupp|J. Blakemore,Fernanda Cardoso,83,Drama|Romance,Frontier Studios,23,6.1,2010,0.0,0.0
0.42419700000000005,Womb,Eva Green|Matt Smith|Lesley Manville|Peter Wight|IstvÃ¡n LÃ©nÃ¡rt,Benedek Fliegauf,111,Romance|Science Fiction,Razor Film Produktion GmbH,40,5.6,2010,3100000.0,0.0
0.423663,Donkey's Christmas Shrektacular,Eddie Murphy|Antonio Banderas|Mike Myers,Walt Dohrn,8,Fantasy|Animation|Drama|Comedy|Science Fiction,DreamWorks Animation,14,5.1,2010,0.0,0.0
0.423512,My Girlfriend's Boyfriend,Alyssa Milano|Christopher Gorham|Michael Landes|Tom Lenk|Carol Kane,Daryn Tufts,84,Comedy|Romance,fiftyfilms,31,6.0,2010,1400000.0,0.0
0.609668999999999,Sintel,Halina Reijn|Thom Hoffman,Colin Levy,14,Animation|Fantasy,Blender Foundation,51,7.6,2010,550000.0,0.0
0.41703500000000004,BloodRayne: The Third Reich,Natassia Malthe|Natalia Guslistaya|Clint Howard|Dusan Bucan|Michael ParÃ©,Uwe Boll,79,Action|Adventure|Fantasy|Horror,Boll Kino Beteiligungs GmbH & Co. KG,38,3.6,2010,10000000.0,0.0
0.41671400000000003,Firebreather,Dana Delany|Jesse Head|Dante Basco|Grey Griffin|Reed Diamond,Peter Chung,90,Adventure|Fantasy|Animation|Action|Thriller,Cartoon Network Studios,19,6.0,2010,0.0,0.0
0.410128,Going Postal,Richard Coyle|David Suchet|Charles Dance|Tamsin Greig|Claire Foy,Jon Jones,182,Fantasy|Comedy|Science Fiction,The Mob Film Company,36,6.5,2010,0.0,0.0
0.23283,Superman/Shazam!: The Return of Black Adam,James Garner|Arnold Vosloo|George Newbern|Jerry O'Connell|Danica McKellar,Joaquim Dos Santos,22,Animation|Action,DC Comics|Warner Premiere,46,7.0,2010,0.0,0.0
